"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"SMU-1470","SMU-1470",NULL,NULL,4511,258,"-25",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"SMU-1472","SMU-1472",NULL,NULL,4265,138,"-25.7",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG082","EG082-1","no",NULL,NULL,NULL
"SMU-1475","SMU-1475",NULL,NULL,4101,126,"-27.7",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG116","EG116-1","no",NULL,NULL,NULL
"SMU-1495","SMU-1495",NULL,NULL,4316,265,"-27.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG122","EG122-1","no",NULL,NULL,NULL
"SMU-1503","SMU-1503",NULL,NULL,3744,362,"-27.3",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG101","EG101-1","no",NULL,NULL,NULL
"SMU-1732","SMU-1732",NULL,NULL,3978,359,"-23.9",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG058","EG058-1","no",NULL,NULL,NULL
"SMU-2240","SMU-2240",NULL,NULL,4282,267,"-26.5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG031","EG031-1","no",NULL,NULL,NULL
"SMU-2274","SMU-2274",NULL,NULL,3982,71,"-27.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG031","EG031-1","no",NULL,NULL,NULL
"SMU-2275","SMU-2275",NULL,NULL,4232,49,"-25.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG031","EG031-1","no",NULL,NULL,NULL
"SRR-5","SRR-5",NULL,NULL,4656,60,"-20.8",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-2","no",NULL,NULL,NULL
"SRR-6","SRR-6",NULL,NULL,3940,80,"-21.2",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG102","EG102-1","no",NULL,NULL,NULL
"TF-56","TF-56",NULL,NULL,3990,111,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"TF-562","TF-562",NULL,NULL,4310,105,"-21.28",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG057","EG057-1","no",NULL,NULL,NULL
"TF-563","TF-563",NULL,NULL,4580,60,"-25.63",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-3","no",NULL,NULL,NULL
"TF-563a","TF-563a",NULL,NULL,4585,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-3","no",NULL,NULL,NULL
"TF-563b","TF-563b",NULL,NULL,4550,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-3","no",NULL,NULL,NULL
"TF-563c","TF-563c",NULL,NULL,4485,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG085","EG085-3","no",NULL,NULL,NULL
"TF-564","TF-564",NULL,NULL,3570,75,"-19.399999999999999",NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no",NULL,NULL,NULL
"TF-567","TF-567",NULL,NULL,4180,80,"-24.54",NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"TF-568","TF-568",NULL,NULL,4130,50,"-26.41",NULL,NULL,"IntCal13",NULL,NULL,"wood","Ficus?","EG100","EG100-1","no",NULL,NULL,NULL
"U-4","U-4",NULL,NULL,3970,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"seeds",NULL,"EG052","EG052-1","no",NULL,NULL,"In Derricourt 1971 the date is reported as 3970±150 and it is reported that in Deevey 1967, 175 the date was revised from the original publication in Olsson, Radiocarbon 1, 1959: 97 in which it was 3840±150. Hassan 1980 reports the original date"
"UB-66","UB-66",NULL,NULL,3950,70,NULL,NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG102","EG102-1","no",NULL,NULL,NULL
"UCLA-1200","UCLA-1200",NULL,NULL,4500,60,"-22.65",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG107","EG107-1","no",NULL,NULL,"The date reported by Hassan 1980 is wrong. He inverted this with BM-228"
"UCLA-1201","UCLA-1201",NULL,NULL,4290,60,"-22.36",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG109","EG109-1","no",NULL,NULL,NULL
"UCLA-1202","UCLA-1202",NULL,NULL,4235,60,"-21.95",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG104","EG104-1","no",NULL,NULL,NULL
"UCLA-1203","UCLA-1203",NULL,NULL,4140,60,"-22.71",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG111","EG111-1","no",NULL,NULL,NULL
"UCLA-1204","UCLA-1204",NULL,NULL,4190,60,"-23.05",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG105","EG105-1","no",NULL,NULL,NULL
"UCLA-1205","UCLA-1205",NULL,NULL,4055,60,"-23.36",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG103","EG103-1","no",NULL,NULL,NULL
"UCLA-1206","UCLA-1206",NULL,NULL,3965,60,"-25.36",NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG113","EG113-1","no",NULL,NULL,NULL
"UCLA-1207","UCLA-1207",NULL,NULL,4050,60,"-23.12",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG106","EG106-1","no",NULL,NULL,NULL
"UCLA-1208","UCLA-1208",NULL,NULL,4010,60,"-25.62",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Linum","EG118","EG118-1","no",NULL,NULL,NULL
"UCLA-1212","UCLA-1212",NULL,NULL,3500,60,"-10",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG042","EG042-1","no",NULL,NULL,NULL
"UCLA-1387","UCLA-1387",NULL,NULL,3867,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG096","EG096-1","no",NULL,NULL,NULL
"UCLA-1388","UCLA-1388",NULL,NULL,3955,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG102","EG102-1","no",NULL,NULL,NULL
"UCLA-1389","UCLA-1389",NULL,NULL,4208,60,"-11.78",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Desmostachya bipinnata","EG028","EG028-1","no",NULL,NULL,NULL
"UCLA-1403","UCLA-1403",NULL,NULL,4055,60,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG116","EG116-1","no",NULL,NULL,NULL
"UCLA-751","UCLA-751",NULL,NULL,4060,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"UCLA-900","UCLA-900",NULL,NULL,3640,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"UCLA-928","UCLA-928",NULL,NULL,4120,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG033","EG033-1","no",NULL,"G2220",NULL
"UCR-126","UCR-126",NULL,NULL,3750,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no",NULL,NULL,NULL
"VERA-3726","VERA-3726",NULL,NULL,3543,29,"-11",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10009.",NULL
"VERA-3727","VERA-3727",NULL,NULL,3522,29,"-10",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10038 b-c",NULL
"VERA-3728","VERA-3728",NULL,NULL,3565,29,"-11.3",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10041",NULL
"VERA-3729","VERA-3729",NULL,NULL,3563,29,"-10.8",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10053",NULL
"VERA-3730","VERA-3730",NULL,NULL,3529,29,"-10.199999999999999",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10092",NULL
"VERA-3731","VERA-3731",NULL,NULL,3513,29,"-11.5",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10345d",NULL
"VERA-3732","VERA-3732",NULL,NULL,3563,29,"-9.6",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-2","no",NULL,"Sample 10077",NULL
"VERA-3733","VERA-3733",NULL,NULL,3568,28,"-7.8",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10091",NULL
"VERA-3734","VERA-3734",NULL,NULL,3512,29,"-9",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10038a",NULL
"VERA-3735","VERA-3735",NULL,NULL,3550,29,"-10.8",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperus papyrus","EG039","EG039-3","no",NULL,"Sample 10044",NULL
"NoLabID-04",NULL,NULL,"NoLabID",4238,53,"-22",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"NoLabID-05",NULL,NULL,"NoLabID",3869,57,"-25.2",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG120","EG120-1","no",NULL,NULL,NULL
"W-780","W-780",NULL,NULL,2050,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"EG009","EG009-2","no",NULL,NULL,NULL
"OxA-13788","OxA-13788",NULL,NULL,3209,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"hair (undetermined)",NULL,"EG035","EG035-1","unique",NULL,NULL,NULL
"VERA-5475","VERA-5475",NULL,NULL,3170,30,"-22.2","1.4","AMS","IntCal13",NULL,NULL,"basket",NULL,"EG125","EG125-1","no",NULL,"PhE 15428",NULL
"VERA-5476","VERA-5476",NULL,NULL,3190,40,"-25.7","1.7","AMS","IntCal13",NULL,NULL,"basket",NULL,"EG125","EG125-1","no",NULL,"PhE 15429a",NULL
"VERA-5569","VERA-5569",NULL,NULL,3205,35,"-26.6","3.3","AMS","IntCal13",NULL,NULL,"basket",NULL,"EG124","EG124-1","no",NULL,"MM 6948a",NULL
"VERA-5570","VERA-5570",NULL,NULL,3240,30,"-13.1","1.3","AMS","IntCal13",NULL,NULL,"basket",NULL,"EG124","EG124-1","no",NULL,"MM 6948b",NULL
"BM-1248","BM-1248",NULL,NULL,3310,70,"-26.2",NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG152","EG152-1","unique","Wooden box with a painted depiction","EA20648",NULL
"OxA-18673","OxA-18673",NULL,NULL,6917,31,"-26.006",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Rhus cf. tripartita","LY003","LY003-3","yes","Context 131 (McBurney Layer VIII)","HF209",NULL
"OxA-18674","OxA-18674",NULL,NULL,6505,33,"-25.797000000000001",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Ephedra sp.","LY003","LY003-3","yes","Context 132 (McBurney Layer VIII)","HF238",NULL
"OxA-18675","OxA-18675",NULL,NULL,5759,28,"-25.872",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Zygophyllum sp.","LY003","LY003-4","yes","Context 129 (McBurney Layer VI, V or III)","HF243",NULL
"OxA-18676","OxA-18676",NULL,NULL,5462,30,"-25.698",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Zygophyllum sp.","LY003","LY003-4","yes","Context 129 (McBurney Layer VI, V or III)","HF243",NULL
"OxA-18667","OxA-18667",NULL,NULL,6115,31,"-24.873000000000001",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Suaeda sp.","LY003","LY003-4","yes","Context 131 (McBurney Layer VI)","HF244",NULL
"OxA-18794","OxA-18794",NULL,NULL,5521,32,"-24.876000000000001",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Zygophyllum sp.","LY003","LY003-4","yes","Context 129 (McBurney Layer VI, V or III)","HF243",NULL
"OxA-19028","OxA-19028",NULL,NULL,6413,32,"-23.856999999999999",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Rhus sp. Tripartita","LY003","LY003-3","yes","Context 132 (McBurney Layer VIII)","HF380",NULL
"OxA-19158","OxA-19158",NULL,NULL,9740,45,"-23.891999999999999",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 177 (McBurney Layer XI-X)","HF319",NULL
"OxA-19184","OxA-19184",NULL,NULL,9425,40,"-25.42",NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 176 (McBurney Layer X)","HF317",NULL
"OxA-22161","OxA-22161",NULL,NULL,9840,60,"-26,0",NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","Context 177 (McBurney Layer XI-X)","HF726",NULL
"OxA-22137","OxA-22137",NULL,NULL,10900,45,"-23,2",NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-1","yes","Context 180 (McBurney Layer XII)","HF1048",NULL
"OxA-21086","OxA-21086",NULL,NULL,10957,39,"0,4",NULL,"AMS","Marine13",60,70,"shell (marine)","Columbella rustica","LY003","LY003-2","yes","8-8.6', Red II (McBurney Archive)","24.838999999999999",NULL
"Beta-292214","Beta-292214",NULL,NULL,10200,50,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","Context 10001, spit 3 (McBurney Layer XI-X)","HF0910001PL",NULL
"Beta-299215","Beta-299215",NULL,NULL,10360,50,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","Context 10002, spit 1 (McBurney Layer XI-X)","HF0910009V",NULL
"OxA-19030","OxA-19030",NULL,NULL,11160,45,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 179 (McBurney Layer XI)","HF454",NULL
"OxA-19029","OxA-19029",NULL,NULL,11795,45,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal","Pinus sp.","LY003","LY003-1","yes","Context 238 (McBurney Layer XIV)","HF435",NULL
"OxA-22138","OxA-22138",NULL,NULL,11855,50,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-1","yes","Context 183 (McBurney Layer XIII)","HF1050",NULL
"NPL-41","NPL-41",NULL,NULL,4860,97,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-4","yes","McBurney Layer VI",NULL,NULL
"NPL-40","NPL-40",NULL,NULL,5800,108,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-4","yes","McBurney Layer VI",NULL,NULL
"NPL-42","NPL-42",NULL,NULL,6370,103,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","McBurney Layer VIII",NULL,NULL
"W-98","W-98",NULL,NULL,6800,350,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","McBurney Layer VIII",NULL,NULL
"GrN-3541","GrN-3541",NULL,NULL,7000,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","McBurney Layer X",NULL,NULL
"W-89","W-89",NULL,NULL,7300,300,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","McBurney Layer X",NULL,NULL
"GrN-3167","GrN-3167",NULL,NULL,8400,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-2","yes","McBurney Layer X",NULL,NULL
"W-104","W-104",NULL,NULL,10600,300,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-1","yes","McBurney Layer XI/XII",NULL,NULL
"UBA-28851","UBA-28851",NULL,NULL,5371,40,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-4","yes","Context 130","HF07_T5_130_194_C",NULL
"UBA-28852","UBA-28852",NULL,NULL,4113,38,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Pistacia sp.","LY003","LY003-4","yes","Context 130","HF07_T5_130_195_C",NULL
"UBA-26058","UBA-26058",NULL,NULL,4500,26,NULL,NULL,"AMS","IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-4","yes","Context 129",NULL,NULL
"UBA-26057","UBA-26057",NULL,NULL,4372,29,NULL,NULL,"AMS","IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-4","yes","Context 128",NULL,NULL
"UBA-26055","UBA-26055",NULL,NULL,2697,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-5","yes","Context 126",NULL,NULL
"UBA-28864","UBA-28864",NULL,NULL,9863,51,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 10001","HF09_TM_10001(S1SQ2A)_3011_C",NULL
"UBA-28865","UBA-28865",NULL,NULL,10270,57,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 10001","HF09_TM_10001(S1SQ1B)_3015_C",NULL
"UBA-28866","UBA-28866",NULL,NULL,9890,52,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 10001","HF09_TM_10001(S1SQ2D)_3020_C",NULL
"UBA-28867","UBA-28867",NULL,NULL,11688,78,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 10001","HF09_TM_10001(S3SQ2A)_3056_C",NULL
"UBA-28868","UBA-28868",NULL,NULL,11653,67,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal","Juniperus sp.","LY003","LY003-2","yes","Context 10005","HF09_TM_10005(S2SQ2D)_3103_C",NULL
"UBA-28873","UBA-28873",NULL,NULL,6965,39,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","Context 742","HF12_TU_742_5982/118_C",NULL
"UBA-28874","UBA-28874",NULL,NULL,6291,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","Context 743","HF12_TU_743_5984/119_C",NULL
"UBA-28875","UBA-28875",NULL,NULL,6440,41,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","Context 744","HF12_TU_744_5986/117_C",NULL
"UBA-28876","UBA-28876",NULL,NULL,6285,41,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","Context 747","HF12_TU_747_5991/125_C",NULL
"UBA-28879","UBA-28879",NULL,NULL,6491,43,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY003","LY003-3","yes","Context 747","HF12_TU_747_5993/124_C",NULL
"UBA-28853","UBA-28853",NULL,NULL,6682,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-3","yes","Context 130","HF07_T5_130_276_S",NULL
"UBA-28854","UBA-28854",NULL,NULL,10126,37,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 134","HF07_T5_134_199_S",NULL
"UBA-28855","UBA-28855",NULL,NULL,8463,32,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 135 lower","HF07_T5E_135 lower_250_S",NULL
"UBA-28856","UBA-28856",NULL,NULL,8978,33,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 135 lower","HF07_T5E_135 lower_252_S",NULL
"UBA-28857","UBA-28857",NULL,NULL,8305,32,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 135","HF07_T5_135_278_S",NULL
"UBA-28858","UBA-28858",NULL,NULL,7469,30,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 135","HF07_T5E_135_307_S",NULL
"UBA-28859","UBA-28859",NULL,NULL,7495,32,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 143","HF07_T5E_143_246_S",NULL
"UBA-28860","UBA-28860",NULL,NULL,8378,32,NULL,NULL,NULL,"IntCal13",NULL,NULL,"shell (terrestrial)","Helix","LY003","LY003-2","yes","Context 130","HF07_T5Nm_130_318_S",NULL
"Gd-30187","Gd-30187",NULL,NULL,2720,230,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY009","LY009-3","no","Hearth 57",NULL,NULL
"Beta-154550","Beta-154550",NULL,NULL,3670,50,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY013","LY013-1","unique","Lower terrace",NULL,NULL
"GdA-2318","GdA-2318",NULL,NULL,4180,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY010","LY010-4","no","A1/2",NULL,NULL
"GdS-1001","GdS-1001",NULL,NULL,4180,110,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic sediment",NULL,"LY011","LY011-1","no","A1/2",NULL,NULL
"GdC-321","GdC-321",NULL,NULL,4545,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic sediment",NULL,"LY011","LY011-1","no","A3/1",NULL,NULL
"GdA-2317","GdA-2317",NULL,NULL,4825,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY010","LY010-3","no","B5/3",NULL,NULL
"Gd-19214","Gd-19214",NULL,NULL,5030,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY009","LY009-2","no","Hearth 123",NULL,NULL
"GdA-1502","GdA-1502",NULL,NULL,5340,140,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY008","LY008-3","no","Square P5, between Layer IV and V",NULL,NULL
"Beta-167092","Beta-167092",NULL,NULL,5400,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY007","LY007-2","no","Upper layer",NULL,NULL
"Gd19211","Gd19211",NULL,NULL,5765,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY009","LY009-1","no","Hearth 28",NULL,NULL
"GdA-1786","GdA-1786",NULL,NULL,5850,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY010","LY010-2","no","A3/4",NULL,NULL
"Gd-30186","Gd-30186",NULL,NULL,5960,490,NULL,NULL,NULL,"IntCal13",NULL,NULL,"eggshell","Struthio camelus","LY009","LY009-1","no","Hearth 170",NULL,NULL
"Beta-154570","Beta-154570",NULL,NULL,6120,100,NULL,NULL,NULL,"IntCal13",NULL,NULL,"organic sediment",NULL,"LY005","LY005-1","unique",NULL,NULL,NULL
"Beta-154552","Beta-154552",NULL,NULL,6370,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY006","LY006-1","unique",NULL,NULL,NULL
"GdA-2319","GdA-2319",NULL,NULL,6930,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY010","LY010-1","no","B5/2",NULL,NULL
"Beta-154551","Beta-154551",NULL,NULL,7030,50,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY006","LY006-1","unique",NULL,NULL,NULL
"Gd-30183","Gd-30183",NULL,NULL,7140,240,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"LY008","LY008-2","no","Square P5, Hearth Layer IV",NULL,NULL
"Beta-167093","Beta-167093",NULL,NULL,7290,60,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY007","LY007-1","no","Lower layer",NULL,NULL
"GdA-1501","GdA-1501",NULL,NULL,8210,110,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY008","LY008-1","no","Square P5, Layer II",NULL,NULL
"LTL-14413A","LTL-14413A",NULL,NULL,6926,46,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY012","LY012-1","no","Area 4, Trench 3, Square M10",NULL,NULL
"LTL-14412A","LTL-14412A",NULL,NULL,7163,45,NULL,NULL,"AMS","IntCal13",NULL,NULL,"charcoal",NULL,"LY012","LY012-1","no","Area 4, Trench 3, Square M9",NULL,NULL
"Beta-157690","Beta-157690",NULL,NULL,11110,40,NULL,NULL,"AMS","IntCal13",NULL,NULL,"organic sediment",NULL,"LY004","LY004-1","unique",NULL,NULL,NULL
"Pa-2468","Pa-2468",NULL,NULL,6605,40,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Patella","LY001","LY001-2","yes","Layer III, 45 cm",NULL,NULL
"Pa-2467","Pa-2467",NULL,NULL,7275,40,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Patella","LY001","LY001-1","yes","Layer IV, 90 cm",NULL,NULL
"Pa-2472","Pa-2472",NULL,NULL,7695,60,NULL,NULL,NULL,"Marine13",60,70,"shell (marine)","Patella","LY001","LY001-1","yes","Layer IV, 105 cm",NULL,NULL
"UBA-10244","UBA-10244",NULL,NULL,2534,19,"-28",NULL,"AMS","IntCal13",NULL,NULL,"sediment",NULL,"LY002","LY002-1","unique","bronze ram",NULL,NULL
"KIA-31006","KIA-31006",NULL,NULL,3755,35,"-23,17","0,22",NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"MA003","MA003-1","unique","Hearth",NULL,NULL
"Beta-295772","Beta-295772",NULL,NULL,5590,40,"-23,9",NULL,NULL,"IntCal13",NULL,NULL,"grain","Triticum aestivum/durum","MA038","MA038-4","yes","Unit E",NULL,"Cal Pal reports the site as Mtlili 5 but it is not correct"
"Beta-295773","Beta-295773",NULL,NULL,5980,40,"-25,0",NULL,NULL,"IntCal13",NULL,NULL,"grain","Hordeum vulgare","MA038","MA038-3","yes","Unit D",NULL,NULL
"Beta-295774","Beta-295774",NULL,NULL,5980,40,"-20,8",NULL,NULL,"IntCal13",NULL,NULL,"grain","Hordeum vulgare","MA038","MA038-3","yes","Unit D",NULL,NULL
"Beta-295775","Beta-295775",NULL,NULL,5910,40,"-22,6",NULL,NULL,"IntCal13",NULL,NULL,"grain","Triticum aestivum/durum","MA038","MA038-3","yes","Unit D",NULL,NULL
